Salary1,Salary2,Job_Type,Skill,No_of_Skills,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Revenue,Employees,Industry
80000-99999,90000,data_scientist,"Hive, Machine Learning, Hadoop, Scripting, R, Scala, SAS, SQL, Big Data, Java, Natural Language Processing, Spark, Python",13,1531,4,30,TX,,"10,000+",Internet and Software
80000-99999,90000,data_scientist,,0,,,30,VA,,,
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,GA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Statistical Software, Microsoft Powerpoint, Machine Learning, Power BI, R, Statisical Analysis, SAS, SQL, Minitab, Tableau, Big Data, STATA, Natural Language Processing, Alteryx, GIS, Python",16,99,3.700000048,30,TX,,,Health Care
80000-99999,90000,data_scientist,"Pig, Linux, Hive, Machine Learning, Hadoop, Power BI, R, SQL, Tableau, Spark, Python, AWS",12,294,3.900000095,30,VA,$1B to $5B ,"less than 10,000",Real Estate
80000-99999,90000,data_scientist,"Machine Learning, R, Azure, Data Science, Python",5,2705,3.900000095,30,IN,more than $10B ,"10,000+",Industrial Manufacturing
80000-99999,90000,data_scientist,"Machine Learning, R, Azure, Data Science, Python",5,2705,3.900000095,30,IN,more than $10B ,"10,000+",Industrial Manufacturing
80000-99999,90000,data_scientist,"Machine Learning, R, Azure, Data Science, Python",5,2705,3.900000095,30,IN,more than $10B ,"10,000+",Industrial Manufacturing
80000-99999,90000,data_scientist,"Data Mining, Machine Learning, SPSS, R, SAS, Data Science",6,1574,3.299999952,30,AR,$5B to $10B ,"10,000+",Transport and Freight
80000-99999,90000,data_scientist,"TensorFlow, Linux, AI, Microsoft SQL Server, Machine Learning, Hadoop, Scala, Oracle, SQL, Teradata, Spark, Software Development, Python, DB2",14,4811,4.199999809,30,MI,more than $10B ,"10,000+",Auto
80000-99999,90000,data_scientist,"Microsoft SQL Server, R, SQL, .Net, C#, QlikView, Software Development, REST",8,258,4,30,MD,,,Health Care
80000-99999,90000,data_scientist,"Machine Learning, Analysis Skills, Data Science",3,150,4.300000191,30,TX,less than $1B ,"less than 10,000",Education and Schools
80000-99999,90000,data_scientist,,0,5,4,30,NJ,,,
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,PA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Project Management, R, C/C++, Java, MATLAB, Python",6,78,3.700000048,7,CO,,,Government
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,TN,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,IL,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Linux, Red Hat Enterprise Linux, CompTIA Security+, R, C/C++, SQL, JSON, MCSD, C#, Ruby, Kafka, Java, .Net, Shell Scripting, Python, Elasticsearch",16,14,4.099999905,30,AL,,"less than 10,000",Aerospace and Defense
80000-99999,90000,data_scientist,"Linux, Red Hat Enterprise Linux, CompTIA Security+, R, C/C++, SQL, JSON, MCSD, C#, Ruby, Kafka, Java, .Net, Shell Scripting, Python, Elasticsearch",16,14,4.099999905,30,AL,,"less than 10,000",Aerospace and Defense
80000-99999,90000,data_scientist,"Statistical Software, Hive, R, SAS, SQL, Tableau, Big Data, Spark, QlikView, Python",10,610,3.200000048,30,PA,,,Health Care
80000-99999,90000,data_scientist,"Statistical Software, AI, Data Mining, Microsoft Powerpoint, SAS, SQL, Tableau, Microsoft Word, Python",9,21,3.900000095,30,CA,less than $1B ,"less than 10,000",Health Care
80000-99999,90000,data_scientist,"Machine Learning, TS/SCI Clearance, Hadoop, R, Scala, Kafka, Tableau, Splunk, Java, Big Data, Spark, Data Warehouse, Design Experience, Docker, Python",15,1733,3.900000095,30,NC,$5B to $10B ,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"Survival Analysis, Microsoft Powerpoint, XML, Project Management, R, Statisical Analysis, SAS, Oracle, SQL, Excel, Microsoft Office, HTML5, Tableau, SPSS, NoSQL, MATLAB, Python",17,6415,4.099999905,22,MD,more than $10B ,"10,000+",Aerospace and Defense
80000-99999,90000,data_scientist,"Big Data, AI, Data Mining, R, Python",5,10491,4,30,IL,$5B to $10B ,"10,000+",Internet and Software
80000-99999,90000,data_scientist,"R, SAS, SQL, Tableau, Predictive Analytics, Python",6,31,3.700000048,20,MD,,,Human Resources and Staffing
80000-99999,90000,data_scientist,"AI, Machine Learning, R, Python",4,5,3.599999905,30,AZ,,,
80000-99999,90000,data_scientist,"IAT, Kafka, Cloud Computing, IDS, IAT Level II, Python",6,7197,4,30,CO,,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Statistical Software, AI, Data Mining, Machine Learning, Hadoop, R, SAS, SQL, Java, Natural Language Processing, Spark, SPSS, Python",14,1434,3.700000048,30,CT,more than $10B ,"10,000+",Insurance
80000-99999,90000,data_scientist,"Linux, Red Hat Enterprise Linux, CompTIA Security+, R, C/C++, SQL, JSON, MCSD, C#, Ruby, Kafka, Java, .Net, Shell Scripting, Python, Elasticsearch",16,8,4.900000095,30,CO,,"less than 10,000",Aerospace and Defense
80000-99999,90000,data_scientist,"Data Mining, Machine Learning, R, Bioinformatics, Clinical Trials, Java, AWS",7,51,3.599999905,29,MD,,,
80000-99999,90000,data_scientist,"Big Data, Machine Learning, Python, SQL",4,2426,3.799999952,30,VA,more than $10B ,"10,000+",Auto
80000-99999,90000,data_scientist,"Microsoft Powerpoint, Machine Learning, SPSS, Data Analysis, R, Python",6,7,3.299999952,30,NE,less than $1B ,"less than 10,000",Human Resources and Staffing
80000-99999,90000,data_scientist,"Machine Learning, Power BI, R, Azure, SDLC, SAS, SQL, Tableau, Software Development, Python",10,1837,3.5,11,NV,$1B to $5B ,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"Quantitative Analysis, TS/SCI Clearance, R, SAS, Oracle, C/C++, SQL, Excel, Tableau, STATA, SPSS, QlikView, MATLAB, Python",14,7197,4,30,VA,,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"Data Mining, Machine Learning, R, SQL, Java, SSL, Natural Language Processing, Spark, DNS, Python, TCP/IP, TCP",12,98,3.099999905,30,MD,,,
80000-99999,90000,data_scientist,"Machine Learning, R, Python, SQL",4,82,4.800000191,30,WA,,,Internet and Software
80000-99999,90000,data_scientist,"Quantitative Analysis, Visual Basic, R, Oracle, C/C++, Excel, SQL, Tableau, ArcGIS, Troubleshooting, QlikView, Python, GIS",13,7197,4,30,MO,,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,CO,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,CO,,,Consulting and Business Services
80000-99999,90000,data_scientist,Machine Learning,1,,,28,CA,,,
80000-99999,90000,data_scientist,"Linux, Red Hat Enterprise Linux, CompTIA Security+, R, C/C++, SQL, JSON, MCSD, C#, Ruby, Kafka, Java, .Net, Shell Scripting, Python, Elasticsearch",16,8,4.900000095,30,AL,,"less than 10,000",Aerospace and Defense
80000-99999,90000,data_scientist,"Machine Learning, C/C++, SQL, Big Data, Splunk, Design Experience, MATLAB, Military Experience, Data Mining, Hadoop, Java, Shell Scripting, Python",13,2978,3.799999952,30,VA,$5B to $10B ,"10,000+",Aerospace and Defense
80000-99999,90000,data_scientist,"AI, Machine Learning",2,2078,4.199999809,30,NY,more than $10B ,"10,000+",Industrial Manufacturing
80000-99999,90000,data_scientist,"Data Mining, XML, SQL, Design Experience",4,253,4.199999809,30,TN,,,Health Care
80000-99999,90000,data_scientist,"Machine Learning, Power BI, R, Statisical Analysis, SAS, SQL, Tableau, Data Warehouse, ""Drivers License"", Python",10,275,3.599999905,30,AZ,$1B to $5B ,"less than 10,000",Real Estate
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,GA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,GA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,TX,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Linux, Machine Learning, Image Processing, C/C++, Microsoft Office, Java, Medical Imaging, MATLAB",8,100,3.400000095,15,MD,,,
80000-99999,90000,data_scientist,"Statistical Software, Data Mining, SAS",3,18,4.099999905,30,VA,,"less than 10,000",Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,NY,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Customer Segmentation, Hadoop, R, Marketing, SAS, Digital Marketing, Python, SQL",8,18,4.099999905,30,NY,,"less than 10,000",Consulting and Business Services
80000-99999,90000,data_scientist,"Machine Learning, Image Processing",2,,,26,MA,,,
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,IL,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,DC,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,TX,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Linux, Red Hat Enterprise Linux, CompTIA Security+, R, C/C++, SQL, JSON, MCSD, C#, Ruby, Kafka, Java, .Net, Shell Scripting, Python, Elasticsearch",16,8,4.900000095,30,VA,,"less than 10,000",Aerospace and Defense
80000-99999,90000,data_scientist,"Machine Learning, Scripting, R, Weka, C/C++, SQL, MATLAB, Python",8,4683,4,26,NV,more than $10B ,"10,000+",Industrial Manufacturing
80000-99999,90000,data_scientist,"TensorFlow, Time Management, Machine Learning, Microsoft Powerpoint, Project Management, C/C++, Microsoft Office, Natural Language Processing, Python",9,91,4,13,CA,,,Aerospace and Defense
80000-99999,90000,data_scientist,"Machine Learning, C/C++, Big Data, Natural Language Processing, Data Analysis, Information Security, Data Mining, Network, Scala, Kafka, Java, Spark, Python",13,9,3.900000095,28,MA,,,
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,DC,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,PA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,GA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Machine Learning, Power BI, R, Azure, SDLC, SAS, SQL, Tableau, Software Development, Python",10,1837,3.5,30,NV,$1B to $5B ,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,MD,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,WA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TS/SCI Clearance, Visual Basic, Hadoop, R, SQL, Troubleshooting, Python",7,7197,4,30,MO,,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Time Management, Machine Learning, Microsoft Powerpoint, Project Management, C/C++, Microsoft Office, Python, OOP",9,91,4,20,CA,,,Aerospace and Defense
80000-99999,90000,data_scientist,"Machine Learning, XML, Perl, R, C/C++, SQL, JSON, Natural Language Processing, PL/SQL, SPSS, Data Analysis, MATLAB, Visual Basic, Hadoop, SAS, Microsoft Access, QlikView, Python, Elasticsearch",19,7197,4,12,AZ,,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"Quantitative Analysis, Visual Basic, R, Oracle, C/C++, Excel, SQL, Tableau, ArcGIS, Troubleshooting, QlikView, Python, GIS",13,7197,4,30,VA,,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,CO,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, OOP, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",16,4776,4,30,VA,,,Consulting and Business Services
80000-99999,90000,data_scientist,Machine Learning,1,4,4.800000191,14,NY,,,
80000-99999,90000,data_scientist,"Statistical Software, Machine Learning, R, SAS, C/C++, Quantitative Research, SQL, Tableau, Java, STATA, SPSS, Git, NoSQL, MATLAB, Python",15,607,4.300000191,30,MA,,,Education and Schools
80000-99999,90000,data_scientist,"JavaScript, TensorFlow, Machine Learning, Hadoop, Big Data, SaaS, Software Development, REST, Python",9,484,4.300000191,1,CA,$5B to $10B ,"10,000+",Internet and Software
80000-99999,90000,data_scientist,"Alteryx, Project Management, Microsoft Office, Tableau",4,81,3.799999952,30,TN,,,Banks and Financial Services
80000-99999,90000,data_scientist,"Go, R, SQL, Excel, Big Data, SPSS, PostgreSQL, AI, Microsoft Powerpoint, Hadoop, Scala, Marketing, Kafka, SAS, Oracle, Tableau, FTP, Redis, Python",19,,,30,PA,,,
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,GA,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,IL,,,Consulting and Business Services
80000-99999,90000,data_scientist,,0,7197,4,30,VA,,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,CO,,,Consulting and Business Services
80000-99999,90000,data_scientist,"TensorFlow, Linux, Machine Learning, Google Cloud Platform, Azure, Solr, SQL, Natural Language Processing, Threading, AI, Image Processing, Git, Python, Elasticsearch, AWS",15,4776,4,30,NY,,,Consulting and Business Services
80000-99999,90000,data_scientist,"Machine Learning, R, SQL, Tableau, Data Analysis, MATLAB, Leadership Experience, Python",8,1086,4.099999905,30,MA,more than $10B ,"10,000+",Health Care
80000-99999,90000,data_scientist,"TensorFlow, Time Management, Machine Learning, Microsoft Powerpoint, Project Management, C/C++, Microsoft Office, Python, OOP, Signal Processing",10,91,4,20,CA,,,Aerospace and Defense
80000-99999,90000,data_scientist,"TensorFlow, Machine Learning, Scala, R, C/C++, Java, Spark",7,13,4.199999809,30,TX,,"less than 10,000",Consulting and Business Services
80000-99999,90000,data_scientist,Machine Learning,1,,,3,CA,,,
80000-99999,90000,data_scientist,"Pig, TensorFlow, Hive, Machine Learning, C/C++, SQL, Big Data, Natural Language Processing, Data Analysis, OOP, AI, Hadoop, Scripting, Kafka, HBase, Java, Cassandra, MongoDB, Spark",19,324,4.099999905,11,NY,$1B to $5B ,"10,000+",Consulting and Business Services
80000-99999,90000,data_scientist,"AI, Machine Learning, R, Python, AWS",5,,,30,MA,,,
80000-99999,90000,data_scientist,"TensorFlow, Time Management, Machine Learning, Microsoft Powerpoint, Project Management, C/C++, Microsoft Office, Natural Language Processing, Data Analysis, Python, OOP, Signal Processing",12,91,4,13,CA,,,Aerospace and Defense
80000-99999,90000,data_scientist,"JavaScript, Pig, Data Mining, Machine Learning, TS/SCI Clearance, R, SQL, Big Data, GIS, Python, Elasticsearch",11,420,3.799999952,30,VA,,,Government
