,Paired Skills,Salary
13630,"Data Warehouse,Git,MATLAB",41822
13631,"JavaScript,Linux,Scripting",41821
13632,"HBase,JavaScript,Software Development",41804
13633,"Big Data,Java,NoSQL",41802
13634,"Data Analysis,Git,Perl",41772
13635,"AWS,NoSQL,R",41760
13636,"Business Intelligence,C/C++,Linux",41757
13637,"Linux,MongoDB,SPSS",41754
13638,"Big Data,Git",41742
13639,".Net,Big Data,Git",41742
13640,"C/C++,Java,Software Development",41737
13641,"Excel,SAS,Scala",41736
13642,"Data Warehouse,Git,SAS",41733
13643,"AWS,Linux,NoSQL",41732
13644,"Linux,MongoDB,Tableau",41713
13645,"JavaScript,Kafka,Pig",41710
13646,"AWS,NoSQL,Pig",41697
13647,"NoSQL,Perl",41697
13648,".Net,NoSQL,Perl",41697
13649,"Excel,S3,SPSS",41681
13650,"Microsoft Office,NoSQL,R",41676
13651,"Azure,C/C++",41658
13652,".Net,Azure,C/C++",41658
13653,".Net,Business Intelligence,NoSQL",41627
13654,"Business Intelligence,NoSQL",41627
13655,"Microsoft Office,NoSQL,Pig",41614
13656,"Data Warehouse,JavaScript,TensorFlow",41606
13657,"Linux,NoSQL,Software Development",41604
13658,"C/C++,Java,Microsoft Office",41599
13659,"NoSQL,R,SPSS",41591
13660,"Git,SPSS,Shell Scripting",41588
13661,"MongoDB,PostgreSQL,SPSS",41581
13662,"C/C++,PostgreSQL",41575
13663,".Net,C/C++,PostgreSQL",41575
13664,"Big Data,Git,R",41561
13665,"Excel,Perl,S3",41535
13666,"Business Intelligence,C/C++,Kafka",41531
13667,"Azure,NoSQL,Scripting",41530
13668,"NoSQL,Pig,SPSS",41528
13669,"C/C++,Hive,S3",41525
13670,"C/C++,Linux,Software Development",41500
13671,"C/C++,PostgreSQL,Python",41472
13672,"Azure,Git,Spark",41469
13673,"NoSQL,Scala,Shell Scripting",41451
13674,"Excel,MongoDB,Oracle",41439
13675,"C/C++,Linux,Microsoft Office",41413
13676,"Git,PostgreSQL,Spark",41409
13677,"Business Intelligence,Python,S3",41396
13678,"Git,Machine Learning,Shell Scripting",41395
13679,"Linux,Microsoft Office,NoSQL",41384
13680,"Data Analysis,Git,Microsoft Office",41383
13681,"Azure,C/C++,Pig",41373
13682,"NoSQL,Perl,R",41366
13683,"Excel,MongoDB,Shell Scripting",41365
13684,"HBase,JavaScript,SPSS",41363
13685,"Hadoop,NoSQL,Python",41356
13686,"Git,Kafka,Shell Scripting",41346
13687,"Git,MySQL",41333
13688,".Net,Git,MySQL",41333
13689,"Big Data,Git,Pig",41325
13690,"Data Analysis,Git,Machine Learning",41311
13691,"AWS,NoSQL,Scala",41307
13692,"NoSQL,Perl,Pig",41304
13693,"MySQL,NoSQL,Scala",41303
13694,"Azure,NoSQL,Shell Scripting",41300
13695,"Business Intelligence,NoSQL,R",41296
13696,"C/C++,Pig,PostgreSQL",41289
13697,"Data Warehouse,Git,SQL",41283
13698,"Azure,MongoDB,MySQL",41275
13699,"Excel,Project Management,Python",41238
13700,"Business Intelligence,NoSQL,Pig",41234
13701,"C/C++,Java,SPSS",41227
13702,"Big Data,NoSQL,S3",41223
13703,"Kafka,MongoDB,PostgreSQL",41204
13704,"Big Data,Git,MongoDB",41198
13705,"JavaScript,Python,Shell Scripting",41194
13706,"C/C++,PostgreSQL,R",41171
13707,"Azure,JavaScript,Shell Scripting",41158
13708,"JavaScript,Kafka,Perl",41149
13709,"Azure,C/C++,R",41149
13710,".Net,Git,Hive",41142
13711,"Git,Hive",41142
13712,"Microsoft Office,MongoDB,Scala",41138
13713,"NoSQL,Scala,Scripting",41138
13714,"JavaScript,Oracle,Perl",41084
13715,"AWS,HBase,JavaScript",41077
13716,"Azure,Data Analysis,JavaScript",41060
13717,"Machine Learning,MongoDB,PostgreSQL",41058
13718,"HBase,JavaScript,Microsoft Office",41042
13719,"NoSQL,Python,TensorFlow",41041
13720,"Data Warehouse,Kafka,MongoDB",41035
13721,"AWS,Git,SQL",41014
13722,"Azure,MySQL,NoSQL",41006
13723,"Linux,NoSQL,Perl",41002
13724,"Business Intelligence,MongoDB,Perl",41002
13725,"Data Analysis,JavaScript,PostgreSQL",40979
13726,"Excel,Git,TensorFlow",40976
13727,"Git,Hive,Pig",40974
13728,"NoSQL,PostgreSQL,Shell Scripting",40972
13729,"Git,Hive,R",40961
13730,"MongoDB,PostgreSQL,Python",40945
13731,"JavaScript,Kafka,Oracle",40944
13732,"NoSQL,PostgreSQL,Scripting",40943
13733,"Git,MySQL,Pig",40940
13734,"Java,JavaScript,Natural Language Processing",40934
13735,"Azure,C/C++,Machine Learning",40927
13736,"MongoDB,Perl,Python",40906
13737,"C/C++,Kafka,Scala",40854
13738,"Java,MongoDB,Software Development",40821
13739,"MongoDB,Oracle,PostgreSQL",40805
13740,"C/C++,Linux,Perl",40798
13741,"Kafka,NoSQL,Software Development",40781
13742,"C/C++,Natural Language Processing,S3",40737
13743,"Excel,Git,Spark",40724
13744,"C/C++,Oracle,Scala",40720
13745,"Machine Learning,NoSQL,Software Development",40674
13746,"Data Warehouse,Git,Spark",40669
13747,"Java,MongoDB,SPSS",40666
13748,"Java,JavaScript,Scripting",40654
13749,"C/C++,MongoDB,SAS",40645
13750,"C/C++,HBase,S3",40641
13751,"Linux,NoSQL,SPSS",40611
13752,"C/C++,Machine Learning,PostgreSQL",40609
13753,"Data Warehouse,Machine Learning,MongoDB",40601
13754,"Excel,Java,S3",40599
13755,"Git,Hive,MongoDB",40598
13756,"JavaScript,Linux,MySQL",40597
13757,"Java,Microsoft Office,MongoDB",40549
13758,"Business Intelligence,JavaScript,Shell Scripting",40548
13759,"Data Analysis,Git,Tableau",40546
13760,"C/C++,Data Warehouse,Oracle",40534
13761,"AWS,Kafka,NoSQL",40530
13762,".Net,MongoDB,S3",40528
13763,"MongoDB,S3",40528
13764,".Net,C/C++,Data Warehouse",40514
13765,"C/C++,Data Warehouse",40514
13766,"Data Science,Git,JavaScript",40470
13767,"AWS,Big Data,JavaScript",40458
13768,"JavaScript,Python,SAS",40452
13769,"JavaScript,MongoDB,SQL",40450
13770,"Kafka,Microsoft Office,NoSQL",40447
13771,"Data Warehouse,NoSQL,Scripting",40440
13772,"Hadoop,JavaScript,Python",40433
13773,"C/C++,PostgreSQL,SPSS",40421
13774,"C/C++,Linux,SPSS",40394
13775,"C/C++,Hadoop,JavaScript",40383
13776,"Business Intelligence,Excel,MySQL",40380
13777,"MongoDB,R,S3",40347
13778,"Machine Learning,Microsoft Office,NoSQL",40340
13779,"Kafka,NoSQL,SPSS",40338
13780,"Data Analysis,JavaScript,Scala",40333
13781,"Hive,Java,NoSQL",40331
13782,"Git,Java,Scripting",40293
13783,"Machine Learning,NoSQL,SPSS",40254
13784,"Data Warehouse,MongoDB,MySQL",40230
13785,"C/C++,Data Warehouse,Pig",40229
13786,".Net,Git,Natural Language Processing",40191
13787,"Git,Natural Language Processing",40191
13788,"Git,HBase",40184
13789,".Net,Git,HBase",40184
13790,"Excel,Perl,Python",40183
13791,"Git,Natural Language Processing,R",40166
13792,"Big Data,Git,SPSS",40151
13793,"Azure,MongoDB,Perl",40141
13794,"Kafka,NoSQL,Perl",40136
13795,"MongoDB,Pig,S3",40135
13796,"Big Data,Git,Machine Learning",40075
13797,"JavaScript,R,Software Development",40070
13798,"Business Intelligence,Kafka,NoSQL",40067
13799,"Data Warehouse,NoSQL,Shell Scripting",40045
13800,"Azure,C/C++,Kafka",40031
13801,"Big Data,Git,Kafka",40027
13802,"JavaScript,NoSQL,Spark",40023
13803,"Business Intelligence,Machine Learning,NoSQL",40019
13804,"Git,HBase,R",40003
13805,"MongoDB,Scala,Software Development",40003
13806,"MySQL,NoSQL,PostgreSQL",39999
13807,"Azure,JavaScript,Scripting",39998
13808,"JavaScript,Software Development",39992
13809,".Net,JavaScript,Software Development",39992
13810,"Machine Learning,NoSQL,Perl",39990
13811,"Business Intelligence,MongoDB,Software Development",39989
13812,"C/C++,Data Warehouse,R",39988
13813,"Big Data,NoSQL,Scala",39980
13814,"JavaScript,Machine Learning,Software Development",39970
13815,"C/C++,Kafka,PostgreSQL",39947
13816,"Data Analysis,Git,Linux",39941
13817,"Data Warehouse,MySQL,NoSQL",39910
13818,"MongoDB,Perl,PostgreSQL",39899
13819,"Hive,NoSQL,S3",39887
13820,"Azure,JavaScript,Natural Language Processing",39884
13821,"Git,Linux,TensorFlow",39878
13822,"JavaScript,PostgreSQL,Shell Scripting",39867
13823,"Java,MongoDB,Python",39860
13824,"Git,Hive,Oracle",39837
13825,"Data Analysis,Data Warehouse,JavaScript",39830
13826,"C/C++,Linux,Tableau",39823
13827,"Git,Natural Language Processing,Pig",39798
13828,"JavaScript,R,SPSS",39797
13829,"Git,HBase,Pig",39791
13830,"Big Data,NoSQL,PostgreSQL",39767
13831,"C/C++,Perl,Scala",39759
13832,"Excel,JavaScript,R",39756
13833,"Git,Machine Learning,Natural Language Processing",39752
13834,"Azure,Excel,PostgreSQL",39747
13835,"MongoDB,MySQL,PostgreSQL",39726
13836,"Git,MySQL,SPSS",39707
13837,"C/C++,Microsoft Office,Scala",39707
13838,"JavaScript,Natural Language Processing,Python",39700
13839,"JavaScript,Scala,Shell Scripting",39697
13840,"AI,C/C++,NoSQL",39672
13841,"Business Intelligence,MongoDB,SPSS",39670
13842,"Big Data,JavaScript,Linux",39663
13843,"Azure,C/C++,Oracle",39649
13844,"Git,MongoDB,Natural Language Processing",39647
13845,"Git,HBase,MongoDB",39640
13846,"Git,Java,Shell Scripting",39627
13847,"Git,Software Development,Tableau",39615
13848,"Git,Hadoop,Java",39601
13849,"JavaScript,Pig,Software Development",39599
13850,"Git,Machine Learning,MySQL",39584
13851,"Git,Hive,SPSS",39552
13852,".Net,JavaScript,SPSS",39552
13853,"JavaScript,SPSS",39552
13854,"Hadoop,JavaScript,MongoDB",39550
13855,"C/C++,Linux,Python",39549
13856,"JavaScript,Machine Learning,SPSS",39530
13857,"AWS,JavaScript,R",39510
13858,"HBase,Java,NoSQL",39508
13859,"Git,Scripting,Software Development",39506
13860,"JavaScript,Microsoft Office,R",39475
13861,"Git,Hive,Machine Learning",39475
13862,"Excel,S3,SAS",39468
13863,"C/C++,Data Warehouse,Machine Learning",39450
13864,"Data Warehouse,Excel,PostgreSQL",39450
13865,"Git,Kafka,MySQL",39448
13866,"Git,Perl,Scripting",39427
13867,"Git,Perl,Tableau",39408
13868,"Git,MATLAB,S3",39404
13869,"Big Data,Excel,MongoDB",39382
13870,"Java,NoSQL,Oracle",39354
13871,"JavaScript,S3,TensorFlow",39345
13872,"C/C++,MongoDB,SQL",39341
13873,"C/C++,JavaScript,SQL",39339
13874,"Data Analysis,Excel,MongoDB",39326
13875,"MongoDB,SPSS,Scala",39319
13876,"Git,S3,SAS",39314
13877,"Excel,Hive,MongoDB",39299
13878,"C/C++,Oracle,PostgreSQL",39297
13879,"Java,JavaScript,MySQL",39293
13880,"Business Intelligence,JavaScript,Natural Language Processing",39289
13881,"Linux,MongoDB,Python",39285
13882,"Excel,JavaScript,MATLAB",39281
13883,"JavaScript,Python,Scripting",39281
13884,"AWS,JavaScript",39265
13885,".Net,AWS,JavaScript",39265
13886,"Business Intelligence,Excel,PostgreSQL",39260
13887,"AWS,JavaScript,MongoDB",39260
13888,"Business Intelligence,C/C++,Software Development",39255
13889,"Git,MySQL,Oracle",39251
13890,"AWS,JavaScript,Oracle",39241
13891,"JavaScript,Microsoft Office",39230
13892,".Net,JavaScript,Microsoft Office",39230
13893,"Git,SQL,Scala",39227
13894,"MongoDB,Oracle,S3",39223
13895,"C/C++,MongoDB,TensorFlow",39220
13896,"JavaScript,Machine Learning,Microsoft Office",39208
13897,"C/C++,Perl,Python",39172
13898,"AWS,Azure,NoSQL",39159
13899,"JavaScript,Pig,SPSS",39159
13900,"Azure,MongoDB,Software Development",39144
13901,"Data Analysis,NoSQL,SPSS",39114
13902,"Kafka,MongoDB,S3",39105
13903,"JavaScript,Perl,Software Development",39105
13904,"Business Intelligence,JavaScript,Scripting",39099
13905,"C/C++,Data Warehouse,Kafka",39077
13906,"Excel,NoSQL,Shell Scripting",39076
13907,"Azure,Data Warehouse,Excel",39064
13908,"AWS,Git,Scripting",39062
13909,"Business Intelligence,Data Analysis,JavaScript",39046
13910,"Git,Microsoft Office,Scripting",39038
13911,"Big Data,Git,Oracle",39025
13912,"Big Data,Business Intelligence,JavaScript",39020
13913,"Git,Shell Scripting,Software Development",39010
13914,"Java,Natural Language Processing,NoSQL",38977
13915,"Git,Python,SAS",38966
13916,"Azure,MongoDB,SPSS",38965
13917,"Excel,NoSQL,Scripting",38964
13918,"Business Intelligence,JavaScript,Microsoft Office",38944
13919,"HBase,NoSQL,S3",38928
13920,"Git,Natural Language Processing,Oracle",38926
13921,"Data Warehouse,MongoDB,Perl",38912
13922,"Git,Natural Language Processing,SPSS",38900
13923,"C/C++,Java,Linux",38892
13924,"JavaScript,Perl,SPSS",38892
13925,"Data Warehouse,JavaScript,Shell Scripting",38892
13926,"JavaScript,MySQL,Python",38890
13927,"JavaScript,Oracle,Software Development",38882
13928,"Git,HBase,Oracle",38879
13929,"NoSQL,Python,SPSS",38876
13930,"AWS,JavaScript,Pig",38872
13931,"Machine Learning,MongoDB,S3",38861
13932,"MongoDB,MySQL,S3",38861
13933,"JavaScript,Microsoft Office,Pig",38837
13934,"Git,Scala,TensorFlow",38837
13935,"AI,JavaScript,MongoDB",38832
13936,"Big Data,Data Warehouse,NoSQL",38832
13937,".Net,C/C++,S3",38829
13938,"C/C++,S3",38829
13939,"Java,Machine Learning,NoSQL",38787
13940,"Azure,Hive,NoSQL",38777
13941,"NoSQL,Oracle,S3",38775
13942,"Microsoft Office,NoSQL,SPSS",38774
13943,"C/C++,Excel,Scripting",38771
13944,"Git,Perl,Shell Scripting",38762
13945,"AWS,Microsoft Office,NoSQL",38761
13946,"Azure,Microsoft Office,MongoDB",38758
13947,"C/C++,Excel,Shell Scripting",38676
13948,"Hive,NoSQL,Scala",38644
13949,"Git,Kafka,Natural Language Processing",38642
13950,"C/C++,Excel,Oracle",38610
13951,"Natural Language Processing,NoSQL,S3",38610
13952,"Big Data,Java,JavaScript",38610
13953,"Business Intelligence,Git,SQL",38599
13954,"Git,HBase,SPSS",38593
13955,"Business Intelligence,C/C++,SPSS",38580
13956,"JavaScript,Natural Language Processing,Scala",38557
13957,"Business Intelligence,Git,TensorFlow",38557
13958,"AWS,C/C++,PostgreSQL",38548
13959,"C/C++,Pig,S3",38544
13960,"Business Intelligence,C/C++,Perl",38526
13961,"AWS,JavaScript,Perl",38525
13962,"Git,HBase,Machine Learning",38517
13963,"Data Warehouse,Excel,Python",38498
13964,"Git,HBase,Kafka",38469
13965,"HBase,JavaScript,Linux",38467
13966,"Hive,NoSQL,PostgreSQL",38449
13967,"JavaScript,PostgreSQL,Scripting",38448
13968,"C/C++,Scala,Software Development",38437
13969,"AWS,Git,Shell Scripting",38426
13970,"Azure,Big Data,NoSQL",38409
13971,"Hive,JavaScript,Linux",38404
13972,"JavaScript,Oracle,SPSS",38393
13973,".Net,Git",38372
13974,"Git,Microsoft Office,Shell Scripting",38372
13975,Git,38372
13976,"Git,Java,MySQL",38356
13977,"Excel,HBase,MongoDB",38341
13978,"JavaScript,Natural Language Processing,PostgreSQL",38331
13979,"Git,Microsoft Office,Tableau",38311
13980,"Big Data,Git,Java",38308
13981,"C/C++,R,S3",38303
13982,"JavaScript,Kafka,Software Development",38277
13983,"JavaScript,Microsoft Office,Perl",38277
13984,"MongoDB,PostgreSQL,Software Development",38248
13985,"JavaScript,SAS,Scala",38227
13986,"Excel,Git,Tableau",38209
13987,"Git,Python,Scripting",38192
13988,".Net,Git,R",38191
13989,"Git,R",38191
13990,"AWS,JavaScript,Scala",38190
13991,"Business Intelligence,Data Warehouse,Excel",38181
13992,"Data Warehouse,NoSQL,Oracle",38165
13993,"AI,C/C++,JavaScript",38159
13994,"AWS,Git,MongoDB",38102
13995,"Java,JavaScript,Machine Learning",38073
13996,"Git,Hive,Kafka",38047
13997,"Azure,JavaScript,MySQL",38040
13998,"Data Warehouse,MongoDB,Software Development",38029
13999,"Git,Python,Shell Scripting",38019
14000,"Hive,Java,JavaScript",38002
14001,"Excel,MongoDB,Natural Language Processing",37999
14002,"Git,Pig",37979
14003,".Net,Git,Pig",37979
14004,"JavaScript,Scala,Scripting",37950
14005,"Java,Linux,MongoDB",37901
14006,"Data Warehouse,JavaScript,Scripting",37897
14007,"Microsoft Office,MongoDB,PostgreSQL",37855
14008,"Natural Language Processing,NoSQL,Scala",37829
14009,"Git,MongoDB",37828
14010,".Net,Git,MongoDB",37828
14011,"NoSQL,Perl,Software Development",37823
14012,"Azure,HBase,NoSQL",37819
14013,"JavaScript,Kafka,SPSS",37814
14014,"Data Analysis,JavaScript,S3",37808
14015,"Git,Pig,R",37799
14016,"Azure,Git,SQL",37799
14017,"Azure,Business Intelligence,Excel",37778
14018,"AWS,NoSQL,Software Development",37765
14019,"C/C++,Machine Learning,S3",37765
14020,"Data Warehouse,MongoDB,SPSS",37736
14021,"Big Data,JavaScript,Python",37701
14022,".Net,Java,NoSQL",37696
14023,"Java,NoSQL",37696
14024,"Git,Linux,Scripting",37680
14025,"Microsoft Office,NoSQL,Software Development",37652
14026,"Git,MongoDB,R",37648
14027,"AWS,Azure,JavaScript",37646
14028,"Azure,C/C++,Software Development",37615
14029,"Data Warehouse,JavaScript,Natural Language Processing",37592
14030,"Data Warehouse,Microsoft Office,MongoDB",37579
14031,"Git,Hive,Java",37573
14032,"AWS,JavaScript,Kafka",37550
14033,"Git,PostgreSQL,TensorFlow",37535
14034,"NoSQL,Oracle,Scala",37532
14035,"Data Analysis,JavaScript,Python",37528
14036,"JavaScript,Kafka,Microsoft Office",37515
14037,"Git,Oracle,SQL",37514
14038,"C/C++,PostgreSQL,Software Development",37505
14039,"Azure,Natural Language Processing,NoSQL",37500
14040,"Data Warehouse,Hive,NoSQL",37496
14041,"HBase,NoSQL,PostgreSQL",37491
14042,"Big Data,Git,Software Development",37471
14043,"C/C++,Git,Project Management",37436
14044,"Git,MongoDB,Pig",37435
14045,"Azure,NoSQL,Oracle",37417
14046,"C/C++,Perl,PostgreSQL",37414
14047,"Business Intelligence,NoSQL,Software Development",37412
14048,"C/C++,SPSS,Scala",37399
14049,"Java,NoSQL,R",37366
14050,"Azure,C/C++,Microsoft Office",37363
14051,"JavaScript,MongoDB,Tableau",37336
14052,"Azure,Excel,Python",37332
14053,"AWS,NoSQL,SPSS",37316
14054,"NoSQL,SPSS,Software Development",37309
14055,"AWS,NoSQL,Perl",37304
14056,"Java,NoSQL,Pig",37290
14057,"Excel,PostgreSQL,S3",37263
14058,"Azure,Git,TensorFlow",37260
14059,"C/C++,Microsoft Office,PostgreSQL",37246
14060,"Big Data,Excel,NoSQL",37226
14061,"Git,MySQL,Python",37225
14062,"Azure,Hive,JavaScript",37222
14063,"NoSQL,Perl,SPSS",37216
14064,"C/C++,Kafka,S3",37202
14065,"Big Data,Git,Perl",37198
14066,"MongoDB,Perl,S3",37172
14067,"Git,MySQL,Software Development",37165
14068,"HBase,Java,JavaScript",37149
14069,"AWS,C/C++,S3",37140
14070,".Net,NoSQL,S3",37117
14071,"NoSQL,S3",37117
14072,"C/C++,Java,Scala",37105
14073,"Git,Linux,Shell Scripting",37090
14074,"Azure,C/C++,SPSS",37081
14075,"JavaScript,Microsoft SQL Server,NoSQL",37077
14076,"Git,PostgreSQL,SQL",37073
14077,"C/C++,Oracle,S3",37069
14078,".Net,Git,Oracle",37067
14079,"Git,Oracle",37067
14080,"Big Data,Git,Microsoft Office",37053
14081,"Natural Language Processing,NoSQL,PostgreSQL",37051
14082,"Data Warehouse,Git,TensorFlow",37049
14083,"MATLAB,MongoDB,NoSQL",37033
14084,"Git,MySQL,Perl",37033
14085,"Linux,MongoDB,Scala",37019
14086,"Microsoft Office,NoSQL,Perl",37008
14087,"Java,Linux,NoSQL",37002
14088,"AWS,C/C++,Data Warehouse",36968
14089,"JavaScript,Microsoft Office,Oracle",36965
14090,"Git,Hive,Software Development",36949
14091,"Business Intelligence,Hive,JavaScript",36942
14092,"Git,PostgreSQL,Tableau",36918
14093,"Azure,C/C++,Perl",36870
14094,"Business Intelligence,NoSQL,SPSS",36852
14095,"JavaScript,S3,Shell Scripting",36845
14096,"Git,Hive,Perl",36842
14097,"NoSQL,Oracle,PostgreSQL",36820
14098,"Git,Oracle,R",36793
14099,"NoSQL,R,S3",36787
14100,"Business Intelligence,NoSQL,Perl",36784
14101,".Net,Git,SPSS",36782
14102,"Git,SPSS",36782
14103,"Git,Microsoft Office,MySQL",36768
14104,"Git,HBase,Java",36750
14105,"Data Analysis,JavaScript,SPSS",36745
14106,"MongoDB,NoSQL,SAS",36726
14107,"NoSQL,Pig,S3",36724
14108,"Excel,MySQL,NoSQL",36718
14109,".Net,Git,Machine Learning",36705
14110,"Git,Machine Learning",36705
14111,"MySQL,NoSQL,Python",36701
14112,"JavaScript,MySQL,Scala",36682
14113,"Git,Oracle,Pig",36674
14114,"Big Data,Git,Python",36671
14115,".Net,Git,Kafka",36657
14116,"Git,Kafka",36657
14117,"Excel,Git,Scripting",36617
14118,"Git,R,SPSS",36601
14119,"Data Analysis,Git,Scala",36594
14120,"AWS,Git,MySQL",36593
14121,"C/C++,Data Warehouse,Software Development",36584
14122,"Data Warehouse,HBase,NoSQL",36538
14123,"Excel,MongoDB",36529
14124,".Net,Excel,MongoDB",36529
14125,"JavaScript,Linux,R",36527
14126,"Git,Machine Learning,R",36525
14127,"Git,MongoDB,Oracle",36523
14128,"JavaScript,Microsoft Office,SPSS",36506
14129,".Net,JavaScript,Linux",36504
14130,"JavaScript,Linux",36504
14131,"JavaScript,Linux,Machine Learning",36482
14132,"Git,Kafka,R",36476
14133,"Business Intelligence,MySQL,NoSQL",36470
14134,"Git,Hive,Microsoft Office",36453
14135,"Git,Java,Natural Language Processing",36435
14136,"Business Intelligence,C/C++,MySQL",36433
14137,"Azure,MongoDB,Python",36429
14138,"Linux,NoSQL,S3",36422
14139,"Data Warehouse,Git,Tableau",36414
14140,"Excel,Hive,NoSQL",36408
14141,"Data Analysis,Git,Python",36400
14142,"Git,Pig,SPSS",36389
14143,"Big Data,JavaScript,PostgreSQL",36385
14144,"Business Intelligence,C/C++,Java",36340
14145,"Data Analysis,Excel,NoSQL",36337
14146,"Git,Machine Learning,Pig",36312
14147,"Git,Natural Language Processing,Software Development",36282
14148,"Git,Kafka,MongoDB",36269
14149,"C/C++,Data Warehouse,Microsoft Office",36269
14150,"Git,Kafka,Pig",36264
14151,"AWS,Git,Hive",36253
14152,"Excel,Git,Oracle",36249
14153,"Excel,JavaScript,Spark",36237
14154,"Azure,HBase,JavaScript",36233
14155,"AI,C/C++,Git",36224
14156,"Data Warehouse,Natural Language Processing,NoSQL",36219
14157,"Git,MongoDB,SPSS",36176
14158,"MongoDB,S3,Software Development",36175
14159,"C/C++,Excel,Hive",36174
14160,"Azure,C/C++,Python",36170
14161,"Big Data,C/C++,Excel",36162
14162,"Azure,Linux,MongoDB",36161
14163,"Git,Machine Learning,MongoDB",36161
14164,"Java,NoSQL,Perl",36153
14165,"Excel,MongoDB,Pig",36136
14166,"Java,Kafka,NoSQL",36136
14167,"MongoDB,Python,Scala",36115
14168,"JavaScript,Linux,Pig",36111
14169,"Azure,Big Data,JavaScript",36087
14170,"C/C++,JavaScript,Tableau",36073
14171,"JavaScript,MySQL,PostgreSQL",36070
14172,"AWS,JavaScript,Microsoft Office",36038
14173,"Excel,Git,Shell Scripting",36035
14174,"Git,Java,Machine Learning",36029
14175,"C/C++,Data Analysis,Excel",36027
14176,"Azure,NoSQL",36007
14177,".Net,Azure,NoSQL",36007
14178,"Data Warehouse,Excel,S3",35998
14179,"HBase,JavaScript,Python",35997
14180,"MongoDB,S3,SPSS",35996
14181,"Git,HBase,Software Development",35990
14182,"Data Warehouse,MongoDB,Python",35963
14183,"AWS,C/C++,Excel",35946
14184,"C/C++,Data Warehouse,SPSS",35937
14185,"Data Warehouse,JavaScript,MySQL",35933
14186,"Hive,JavaScript,PostgreSQL",35931
14187,"JavaScript,NoSQL,Project Management",35928
14188,"Big Data,JavaScript,Scala",35906
14189,"Git,Natural Language Processing,Perl",35891
14190,"HBase,NoSQL,Scala",35884
14191,"Git,HBase,Perl",35884
14192,"Git,Linux,MySQL",35878
14193,"NoSQL,Scala",35874
14194,".Net,NoSQL,Scala",35874
14195,"Microsoft Office,MongoDB,S3",35839
14196,"Hive,JavaScript,Python",35816
14197,"C/C++,Data Warehouse,Python",35788
14198,"C/C++,Data Analysis,MongoDB",35733
14199,"C/C++,Data Warehouse,Perl",35726
14200,"Azure,NoSQL,R",35694
14201,"NoSQL,PostgreSQL",35679
14202,".Net,NoSQL,PostgreSQL",35679
14203,"Data Analysis,Git,PostgreSQL",35669
14204,"Azure,NoSQL,Pig",35614
14205,"Azure,Excel,S3",35594
14206,"Business Intelligence,HBase,JavaScript",35593
14207,"C/C++,Python,Scala",35591
14208,"Java,JavaScript,R",35582
14209,"Big Data,Git,Linux",35580
14210,"AWS,Git,Natural Language Processing",35572
14211,"JavaScript,Natural Language Processing,S3",35570
14212,"Kafka,NoSQL,S3",35557
14213,"JavaScript,Linux,Perl",35551
14214,"NoSQL,R,Scala",35544
14215,"C/C++,Linux,Scala",35528
14216,"AWS,Git,HBase",35518
14217,"Git,HBase,Microsoft Office",35495
14218,"NoSQL,Pig,Scala",35481
14219,"Git,Microsoft Office,Natural Language Processing",35480
14220,"Git,Oracle,SPSS",35477
14221,"NoSQL,PostgreSQL,R",35471
14222,"JavaScript,SPSS,Software Development",35469
14223,"AWS,JavaScript,Software Development",35469
14224,"Java,MongoDB,Scala",35467
14225,"Machine Learning,NoSQL,S3",35450
14226,"Excel,HBase,NoSQL",35449
14227,"Hive,JavaScript,Scala",35434
14228,"JavaScript,S3,Scripting",35425
14229,"JavaScript,Microsoft Office,Software Development",35404
14230,"Big Data,Data Warehouse,JavaScript",35403
14231,"Git,Machine Learning,Oracle",35400
14232,"Big Data,NoSQL,Python",35386
14233,"C/C++,Excel,Natural Language Processing",35364
14234,"Git,Kafka,Oracle",35352
14235,"Java,JavaScript,Perl",35349
14236,"Java,JavaScript",35337
14237,".Net,Java,JavaScript",35337
14238,"Git,MongoDB,MySQL",35335
14239,"Azure,Linux,NoSQL",35313
14240,"C/C++,Excel,HBase",35291
14241,"Linux,MongoDB,PostgreSQL",35290
14242,"NoSQL,Pig,PostgreSQL",35286
14243,"Business Intelligence,Excel,S3",35218
14244,"Linux,NoSQL,Scala",35180
14245,"Excel,JavaScript,Linux",35138
14246,"NoSQL,Python,Shell Scripting",35123
14247,"Git,Machine Learning,SPSS",35115
14248,"JavaScript,Linux,Oracle",35107
14249,"Excel,Natural Language Processing,NoSQL",35107
14250,"Excel,Kafka,MongoDB",35106
14251,"AWS,Git,Machine Learning",35083
14252,"Business Intelligence,Java,MongoDB",35078
14253,"Git,Kafka,SPSS",35044
14254,"Excel,MongoDB,Software Development",35007
14255,"AWS,JavaScript,SPSS",34999
14256,"AWS,Big Data,Git",34996
14257,"C/C++,Excel,MySQL",34992
14258,"Git,Kafka,Machine Learning",34990
14259,"Linux,NoSQL,PostgreSQL",34985
14260,"Azure,C/C++,Java",34964
14261,"Business Intelligence,MongoDB,Scala",34961
14262,"Machine Learning,NoSQL,Scala",34948
14263,"Excel,MongoDB,Scala",34948
14264,"HBase,JavaScript,PostgreSQL",34942
14265,"AWS,Excel,NoSQL",34940
14266,"Git,Java",34938
14267,".Net,Git,Java",34938
14268,"Git,SAS,Scala",34932
14269,"Data Warehouse,Linux,MongoDB",34932
14270,"Java,JavaScript,Pig",34931
