,Paired Skills,Salary
601,"MATLAB,Tableau,TensorFlow",118564
602,"Microsoft SQL Server,Natural Language Processing,SQL",118538
603,"Data Science,Kafka,Scripting",118533
604,"Microsoft SQL Server,Oracle,SAS",118487
605,"Microsoft SQL Server,SQL,Scripting",118485
606,"Big Data,Project Management,TensorFlow",118478
607,"Hadoop,Kafka,Project Management",118448
608,"Data Science,Oracle,Scripting",118448
609,"Hive,Project Management,SQL",118398
610,"AI,MATLAB,TensorFlow",118391
611,"Data Science,MySQL,R",118355
612,"Data Science,Microsoft Office,TensorFlow",118349
613,"HBase,Project Management,SAS",118349
614,"MATLAB,Project Management,R",118320
615,"Hadoop,Machine Learning,Project Management",118287
616,"AI,Natural Language Processing,Tableau",118275
617,"AI,Perl,Project Management",118269
618,"Project Management,R,Spark",118253
619,"Data Analysis,Data Science,Software Development",118240
620,"MATLAB,Pig,Project Management",118233
621,"AI,Hadoop,TensorFlow",118228
622,"MySQL,Project Management,TensorFlow",118197
623,"AI,Microsoft SQL Server,Perl",118174
624,"Pig,Project Management,Spark",118166
625,"SQL,Tableau,TensorFlow",118155
626,"AI,SQL,TensorFlow",118150
627,"Data Science,HBase,Natural Language Processing",118144
628,"AI,Scripting,Spark",118143
629,"Azure,Data Science,MATLAB",118093
630,"Kafka,Microsoft SQL Server,Spark",118077
631,"AI,Shell Scripting,Spark",118068
632,"Microsoft SQL Server,SAS,SPSS",118045
633,"Machine Learning,Microsoft SQL Server,Spark",118011
634,"Data Warehouse,Microsoft SQL Server,Tableau",117999
635,"Data Science,Scala,Tableau",117979
636,"Microsoft SQL Server,S3,Spark",117937
637,"Data Science,Machine Learning,Scripting",117866
638,"MATLAB,Microsoft Office,Microsoft SQL Server",117853
639,"MATLAB,Microsoft SQL Server,Oracle",117844
640,"Data Science,Kafka,Shell Scripting",117815
641,"Data Science,MySQL",117806
642,".Net,Data Science,MySQL",117806
643,"Natural Language Processing,Project Management,SAS",117800
644,"Data Science,Kafka,SQL",117782
645,"Hive,Project Management,TensorFlow",117778
646,"Microsoft Office,Microsoft SQL Server,Tableau",117768
647,"AI,Data Analysis,TensorFlow",117748
648,"SAS,SQL,Spark",117718
649,"Microsoft SQL Server,Project Management,Scala",117704
650,"Data Analysis,Data Science,Microsoft Office",117696
651,"Machine Learning,Microsoft SQL Server,SAS",117686
652,"AI,Data Science,Spark",117674
653,"Project Management,Python,SQL",117652
654,"Data Analysis,Data Science,Machine Learning",117624
655,"MATLAB,Machine Learning,Microsoft SQL Server",117624
656,"Data Analysis,Project Management,Scripting",117616
657,".Net,Data Science,Hive",117610
658,"Data Science,Hive",117610
659,"AI,MATLAB,Scripting",117603
660,"Big Data,Data Science,Hadoop",117592
661,"Kafka,MATLAB,Microsoft SQL Server",117548
662,"Kafka,Microsoft SQL Server,SAS",117543
663,"Data Analysis,Hadoop,Spark",117488
664,"Data Science,Hive,R",117478
665,"HBase,Project Management,SQL",117462
666,"Data Science,Hive,Pig",117442
667,"Data Analysis,Microsoft SQL Server,Shell Scripting",117420
668,"Data Science,MySQL,Pig",117413
669,"MySQL,SQL,Tableau",117357
670,"Microsoft SQL Server,Perl,Tableau",117308
671,"AWS,Business Intelligence,Data Science",117295
672,"Data Science,Machine Learning,Shell Scripting",117239
673,"Data Science,Data Warehouse,MATLAB",117221
674,"Data Science,Machine Learning,SQL",117207
675,"Business Intelligence,Hadoop,Microsoft SQL Server",117202
676,"Hadoop,Scripting,Tableau",117163
677,"Hadoop,Hive,MATLAB",117089
678,"MATLAB,SQL,Spark",117086
679,"Kafka,Project Management,Spark",117075
680,"MATLAB,Microsoft Office,Project Management",117058
681,"Hadoop,Spark,TensorFlow",117038
682,".Net,Microsoft SQL Server,SQL",117031
683,"Microsoft SQL Server,SQL",117031
684,"Business Intelligence,Microsoft SQL Server,Spark",116997
685,"AI,Hive,Spark",116985
686,"Natural Language Processing,Project Management,TensorFlow",116940
687,"Microsoft SQL Server,R,SQL",116936
688,"Project Management,S3,Spark",116935
689,"Kafka,MATLAB,Project Management",116934
690,"MATLAB,Machine Learning,Project Management",116915
691,"Machine Learning,Project Management,Spark",116915
692,"AI,Tableau",116893
693,".Net,AI,Tableau",116893
694,"Natural Language Processing,Project Management,SQL",116878
695,"AI,MySQL,Spark",116865
696,"Azure,Data Science,SAS",116844
697,"HBase,Project Management,TensorFlow",116842
698,"Big Data,Data Science,MATLAB",116817
699,"Data Science,SPSS,SQL",116778
700,"Hadoop,Microsoft SQL Server,Software Development",116774
701,"MATLAB,Scripting,Tableau",116740
702,"Data Science,MATLAB,PostgreSQL",116684
703,"Data Analysis,Project Management,Shell Scripting",116662
704,"Microsoft SQL Server,Project Management,Python",116658
705,"Data Science,HBase",116652
706,".Net,Data Science,HBase",116652
707,"AWS,Data Science,TensorFlow",116649
708,"AI,R,Tableau",116648
709,"Microsoft SQL Server,Pig,SQL",116638
710,"Hadoop,Shell Scripting,Tableau",116585
711,"MySQL,Tableau,TensorFlow",116553
712,"Project Management,SAS",116538
713,".Net,Project Management,SAS",116538
714,"Business Intelligence,Hadoop,Project Management",116532
715,"Data Science,HBase,R",116519
716,"AI,Pig,Tableau",116500
717,"AI,Big Data,MATLAB",116490
718,"Microsoft Office,Microsoft SQL Server,Spark",116480
719,"Azure,Data Science,Tableau",116478
720,"Microsoft SQL Server,SPSS,Spark",116421
721,"AWS,Microsoft SQL Server,SAS",116392
722,"Project Management,Shell Scripting,TensorFlow",116384
723,"Microsoft Office,Project Management,SAS",116365
724,"Data Science,Natural Language Processing,R",116356
725,"Data Science,Python,SPSS",116343
726,"Data Science,Natural Language Processing",116333
727,".Net,Data Science,Natural Language Processing",116333
728,"Business Intelligence,Project Management,Spark",116328
729,"Hadoop,Project Management,SPSS",116291
730,"Big Data,Microsoft SQL Server,TensorFlow",116283
731,"Hadoop,Microsoft Office,Microsoft SQL Server",116267
732,"Data Science,HBase,Pig",116259
733,"AI,SAS,Shell Scripting",116169
734,"Big Data,Data Analysis,Microsoft SQL Server",116166
735,"Data Science,Hive,Oracle",116125
736,"Pig,Project Management,SAS",116123
737,"AI,SAS,Scripting",116109
738,"AWS,Hadoop,Microsoft SQL Server",116064
739,"Project Management,R,SAS",116046
740,"AI,Hadoop,Scripting",116034
741,"AI,Hadoop,Shell Scripting",116009
742,"Data Science,Scripting,Software Development",116004
743,"Data Science,Data Warehouse,SAS",115958
744,"AI,Data Warehouse,Microsoft SQL Server",115957
745,"Data Science,Natural Language Processing,Pig",115940
746,"Data Science,Kafka,MySQL",115921
747,"MATLAB,Microsoft SQL Server,SPSS",115913
748,"AI,Big Data,Spark",115891
749,"AI,Hive,MATLAB",115890
750,"AI,MATLAB,MySQL",115856
751,"Microsoft SQL Server,Oracle,Project Management",115822
752,"Data Science,PostgreSQL,SAS",115739
753,"Data Analysis,Hadoop,MATLAB",115720
754,"Microsoft SQL Server,PostgreSQL,Tableau",115699
755,"AI,Business Intelligence,Microsoft SQL Server",115673
756,"Project Management,SQL",115650
757,".Net,Project Management,SQL",115650
758,"Hadoop,Project Management,Software Development",115650
759,"Data Analysis,MATLAB,SAS",115626
760,"Microsoft SQL Server,SPSS,SQL",115620
761,"Data Analysis,Hive,Microsoft SQL Server",115608
762,"Data Science,SPSS,Scripting",115592
763,"Data Analysis,SAS,Spark",115575
764,"Big Data,Data Science,SAS",115553
765,"Data Science,Shell Scripting,Software Development",115546
766,"Data Science,MySQL,Oracle",115544
767,"Microsoft SQL Server,MySQL,TensorFlow",115541
768,"Hive,Microsoft SQL Server,TensorFlow",115515
769,"Data Science,MATLAB,S3",115481
770,"Data Science,Hadoop,Spark",115476
771,"Data Science,Microsoft Office,Scripting",115468
772,"Machine Learning,Microsoft SQL Server,SQL",115459
773,"Data Science,Machine Learning,MySQL",115433
774,"Data Analysis,MATLAB,Spark",115411
775,"Project Management,R,SQL",115407
776,"Hadoop,Hive,SQL",115403
777,"AI,Azure,Microsoft SQL Server",115328
778,"Data Science,SQL,Software Development",115323
779,"Data Science,Hive,Machine Learning",115319
780,"Big Data,Data Analysis,Project Management",115318
781,"Kafka,Microsoft SQL Server,SQL",115316
782,"Microsoft SQL Server,Software Development,Spark",115302
783,"Microsoft Office,Project Management,Spark",115297
784,"Data Science,Machine Learning,Natural Language Processing",115269
785,"Data Science,Python,Tableau",115253
786,"AI,Business Intelligence,Project Management",115242
787,"Pig,Project Management,SQL",115235
788,"AI,Machine Learning,Tableau",115226
789,"Hadoop,Microsoft SQL Server,Perl",115212
790,"AI,HBase,Spark",115191
791,"AI,MATLAB,Shell Scripting",115179
792,"SAS,Scripting,Tableau",115179
793,"Data Science,SPSS,Shell Scripting",115176
794,"Data Science,HBase,Oracle",115167
795,"Data Science,NoSQL,Tableau",115136
796,"Hadoop,Scripting,Spark",115128
797,"AI,Kafka,Tableau",115115
798,"Data Science,Microsoft SQL Server,MongoDB",115111
799,"AI,Data Analysis,Scripting",115110
800,"AI,Data Warehouse,Project Management",115105
801,"Data Science,Python,TensorFlow",115094
802,"Hadoop,Microsoft Office,Project Management",115084
803,"Microsoft SQL Server,Project Management,S3",115069
804,"Hadoop,Perl,Project Management",115068
805,"MATLAB,Microsoft SQL Server,Software Development",115063
806,"AI,Big Data,SAS",115038
807,".Net,Project Management,TensorFlow",115030
808,"Project Management,TensorFlow",115030
809,"AWS,Hadoop,Project Management",114979
810,"Microsoft SQL Server,SAS,Software Development",114977
811,"AWS,Microsoft SQL Server,Spark",114960
812,"Data Science,HBase,Kafka",114937
813,"Microsoft SQL Server,Natural Language Processing,TensorFlow",114933
814,"AI,HBase,MATLAB",114932
815,"AI,Data Analysis,Shell Scripting",114928
816,"SAS,Spark,TensorFlow",114924
817,"Big Data,Data Science,Tableau",114915
818,"AI,Data Science,Perl",114900
819,"Data Science,Natural Language Processing,Oracle",114888
820,"AI,Natural Language Processing,Spark",114872
821,"Machine Learning,Project Management,SAS",114871
822,"Data Science,Microsoft Office,Shell Scripting",114841
823,"Data Analysis,Data Science,Linux",114840
824,".Net,Data Science",114840
825,Data Science,114840
826,"Data Analysis,Hive,Project Management",114828
827,"Kafka,Project Management,SAS",114823
828,"Data Analysis,Microsoft SQL Server,MySQL",114796
829,"Project Management,R,TensorFlow",114784
830,"Data Science,Kafka,Natural Language Processing",114784
831,"Data Science,Java,TensorFlow",114745
832,"Data Science,Microsoft Office,SQL",114719
833,".Net,Data Science,R",114708
834,"Data Science,R",114708
835,"AWS,MATLAB,Microsoft SQL Server",114693
836,"SAS,Shell Scripting,Tableau",114688
837,"Microsoft SQL Server,PostgreSQL,Project Management",114680
838,"Data Analysis,HBase,Microsoft SQL Server",114650
839,"Pig,Project Management,TensorFlow",114615
840,"AI,MATLAB,Natural Language Processing",114613
841,"AI,Oracle,Tableau",114608
842,"AI,MySQL,SAS",114595
843,"HBase,Microsoft SQL Server,TensorFlow",114557
844,"AI,SQL,Shell Scripting",114556
845,"AI,SQL,Scripting",114552
846,"Hadoop,Shell Scripting,Spark",114550
847,"Big Data,MATLAB,Tableau",114539
848,"Data Science,Hive,Kafka",114515
849,"AI,Hadoop,MySQL",114505
850,"Hive,MATLAB,Tableau",114475
851,".Net,Data Science,Pig",114447
852,"Data Science,Pig",114447
853,"AI,Hive,SAS",114438
854,"Data Analysis,MySQL,Project Management",114409
855,"Data Analysis,Microsoft SQL Server,Scripting",114371
856,"Data Science,HBase,Machine Learning",114361
857,"Data Analysis,Microsoft SQL Server,Natural Language Processing",114331
858,"MATLAB,Project Management,Software Development",114326
859,"Project Management,Scripting,Shell Scripting",114319
860,"Data Science,Pig,R",114315
861,"Data Analysis,Data Science,Java",114260
862,"AI,Microsoft SQL Server,PostgreSQL",114254
863,"AI,Project Management,Python",114253
864,"Business Intelligence,Data Science,TensorFlow",114222
865,"Data Science,S3,SAS",114218
866,"Data Science,S3,Tableau",114193
867,"Project Management,Software Development,Spark",114178
868,"Microsoft SQL Server,Scripting,TensorFlow",114117
869,"Project Management,SPSS,Spark",114112
870,"Microsoft SQL Server,Shell Scripting,TensorFlow",114098
871,"AI,Microsoft SQL Server,Scala",114066
872,"Project Management,SAS,SPSS",114018
873,"Microsoft SQL Server,Python,SQL",114016
874,"AWS,MATLAB,Project Management",113996
875,"MATLAB,Project Management,SPSS",113992
876,"Machine Learning,Project Management,SQL",113983
877,"Kafka,Project Management,SQL",113935
878,"Big Data,Hadoop,Tableau",113903
879,"Data Analysis,HBase,Project Management",113892
880,"AI,Data Analysis,Tableau",113891
881,"Business Intelligence,Microsoft SQL Server,Tableau",113879
882,"AWS,Project Management,Spark",113876
883,"Data Analysis,Microsoft SQL Server,R",113866
884,"AI,Big Data,Hadoop",113862
885,"MATLAB,Shell Scripting,Tableau",113764
886,"Data Science,MySQL,Software Development",113706
887,"Data Science,MongoDB,Project Management",113656
888,"MATLAB,Perl,Project Management",113650
889,"AWS,Data Science,Tableau",113607
890,"Hadoop,MySQL,Spark",113598
891,"AWS,Project Management,SAS",113590
892,"AI,Big Data,Data Analysis",113583
893,"HBase,Hadoop,Tableau",113565
894,"SQL,Scripting,Tableau",113522
895,"HBase,MATLAB,Tableau",113516
896,"Business Intelligence,Hadoop,Spark",113506
897,"Data Science,Hive,Software Development",113485
898,"Hadoop,Natural Language Processing,Tableau",113480
899,"AI,HBase,SAS",113480
900,"Hadoop,Linux,Microsoft SQL Server",113475
901,"AI,Azure,Project Management",113469
902,"AWS,Data Science,Scripting",113466
903,"Data Science,Scala,TensorFlow",113436
904,"AI,Project Management,Scala",113408
905,"MATLAB,Microsoft SQL Server,Perl",113406
906,"Data Science,Linux,TensorFlow",113401
907,"Big Data,Microsoft SQL Server,Shell Scripting",113384
908,"AI,Spark",113379
909,".Net,AI,Spark",113379
910,"Machine Learning,Project Management,TensorFlow",113364
911,".Net,Data Science,Oracle",113355
912,"Data Science,Oracle",113355
913,"Kafka,Project Management,TensorFlow",113315
914,"Data Science,MySQL,SPSS",113300
915,"Data Analysis,Natural Language Processing,Project Management",113295
916,"Data Science,MATLAB,Spark",113294
917,"MATLAB,Spark,TensorFlow",113292
918,"Big Data,Project Management,Scripting",113285
919,"MySQL,Project Management,Scripting",113263
920,"Data Science,Microsoft Office,MySQL",113241
921,"AI,Big Data,SQL",113237
922,"Azure,Microsoft SQL Server,Tableau",113236
923,"Microsoft SQL Server,Perl,SAS",113220
924,"AI,Natural Language Processing,SAS",113209
925,"Microsoft SQL Server,MySQL,Shell Scripting",113201
926,"Hadoop,Linux,Project Management",113198
927,"AI,R,Spark",113198
928,"Data Analysis,Hadoop,SQL",113177
929,"Hadoop,SQL,TensorFlow",113165
930,"Data Science,Hive,SPSS",113140
931,"Data Science,Oracle,R",113129
932,"Data Science,Kafka",113125
933,".Net,Data Science,Kafka",113125
934,"AI,MATLAB",113120
935,".Net,AI,MATLAB",113120
936,"Hadoop,MATLAB,Scripting",113118
937,"AI,Data Analysis,Hive",113116
938,"MATLAB,Natural Language Processing,Tableau",113087
939,"AI,MySQL,SQL",113084
940,"Data Science,Hadoop,Perl",113070
941,"Big Data,SAS,Tableau",113021
942,"AI,Hadoop,Natural Language Processing",113014
943,"Data Science,Kafka,R",112993
944,"AI,Pig,Spark",112986
945,"Project Management,Python,R",112986
946,"SQL,Shell Scripting,Tableau",112973
947,"Data Science,Oracle,Pig",112962
948,"Data Analysis,Project Management,R",112960
949,"Hive,SAS,Tableau",112957
950,"AI,MATLAB,R",112939
951,"Project Management,SPSS,SQL",112931
952,"Data Science,Hive,Microsoft Office",112921
953,"AI,Linux,Microsoft SQL Server",112869
954,"AWS,Data Science,Shell Scripting",112868
955,"Hive,Microsoft SQL Server,Shell Scripting",112842
956,"Data Analysis,Microsoft SQL Server",112839
957,".Net,Data Analysis,Microsoft SQL Server",112839
958,"AI,Linux,Project Management",112832
959,"Scripting,Tableau,TensorFlow",112816
960,"MATLAB,Scripting,Spark",112788
961,".Net,Microsoft SQL Server,TensorFlow",112745
962,"Microsoft SQL Server,TensorFlow",112745
963,"Data Science,Kafka,Pig",112732
964,"AI,MATLAB,Pig",112727
965,"Microsoft SQL Server,SQL,Software Development",112701
966,"Data Science,Linux,Scripting",112695
967,"Microsoft SQL Server,R,TensorFlow",112646
968,"AI,Hive,SQL",112637
969,"SAS,Scripting,Spark",112616
970,"Data Analysis,Microsoft SQL Server,Oracle",112603
971,"Hive,Project Management,Scripting",112591
972,"Microsoft SQL Server,Oracle,TensorFlow",112582
973,"Azure,Hadoop,Microsoft SQL Server",112580
974,"MySQL,Project Management,Shell Scripting",112570
975,"Data Analysis,Data Science,Scala",112568
976,".Net,Data Science,Machine Learning",112549
977,"Data Science,Machine Learning",112549
978,"AI,Software Development,Tableau",112528
979,"Data Science,HBase,Software Development",112526
980,"AI,HBase,Hadoop",112498
981,"Data Science,Natural Language Processing,Software Development",112492
982,"Data Warehouse,Microsoft SQL Server,SQL",112448
983,"Data Analysis,Microsoft SQL Server,Pig",112446
984,"MATLAB,SAS,Scripting",112426
985,"Data Science,Machine Learning,R",112417
986,"AI,Data Analysis,MySQL",112391
987,"Microsoft SQL Server,Pig,TensorFlow",112352
988,"Data Science,SAS,Spark",112309
989,"Big Data,Project Management,Shell Scripting",112292
990,"Hadoop,MATLAB,TensorFlow",112286
991,"AI,Microsoft Office,SAS",112268
992,"Microsoft Office,Microsoft SQL Server,SQL",112253
